Words,Language
enchina,Tulu
korri,Tulu
dha,Tulu
gooda,Tulu
.,sym
Plz,English
full,English
movie,English
upload,English
malpule,Tulu
.,sym
ir,Tulu
bhayamkara,Kannada
maarre,Tulu
aue,Tulu
maayaa,Kannada
adula,Tulu
dance,English
manpuvarata,Tulu
.,sym
Wow,English
Kati,Tulu
mitho,Tulu
geet,Tulu
ani,Name
voice,English
pani,Other
ramro,Name
.,sym
Bari,Tulu
porluda,Tulu
programlu,Mixed
Nanath,Tulu
inchina,Tulu
program,English
barondu,Tulu
uppad,Tulu
.,sym
Soooper,English
movie,English
mosa,Kannada
ejji,Tulu
time,English
pass,English
and,English
Jai,Name
Tulunadu,Name
.,sym
Walteranna,Name
great,English
maarre,Tulu
.,sym
Ajja,Kannada
kaapule,Tulu
ajja,Kannada
.,sym
Kuyyam,Kannada
puyyam,Kannada
madyamam,Kannada
.,sym
Idu,Kannada
yaaru,Kannada
kankanadyinda,Kannada
odi,Kannada
banda,Kannada
mental,English
agirbeku,Kannada
.,sym
Eeer,Tulu
olpa,Tulu
deethar,Tulu
pandhu,Tulu
gothunda,Tulu
ejjinda,Tulu
lastda,Mixed
time,English
olpa,Tulu
thuyene,Tulu
panle,Tulu
.,sym
Modina,Name
at,Tulu
malla,Tulu
desha,Kannada
drohi,Kannada
yerla,Tulu
ijji,Tulu
.,sym
Nan,Kannada
brandu,Kannada
rupa,Name
Jan,Kannada
guru,Name
.,sym
Kappu,Tulu
color,English
nu,Tulu
over,English
aapundu,Tulu
insult,English
mlpuna,Tulu
.,sym
All,English
the,English
best,English
Arjun,Name
Anna,Kannada
Abi,Name
bro,English
.,sym
Sakath,Kannada
comedy,English
yeeee,Tulu
lu,English
u,English
maskiri,Tulu
.,sym
Ov,Tulu
movie,English
undu,Tulu
plz,English
panle,Tulu
.,sym
Yenchi,Tulu
pukuli,Tulu
da,Tulu
song,English
maare,Tulu
.,sym
Venkkappe,Name
ath,Tulu
kattappe,Name
.,sym
ereg,Tulu
yenna,Tulu
thumbu,Tulu
hrudayad,Kannada
solmelu,Tulu
.,sym
Pukuli,Tulu
g,Tulu
eet,Tulu
demand,English
undu,Tulu
nd,Tulu
itte,Tulu
gotad,Tulu
.,sym
Pushpakka,Name
super,English
super,English
super,English
sujathakka,Name
.,sym
umesh,Name
team,English
telipadhu,Tulu
telipadhu,Tulu
tulunadudha,Tulu
maryadhe,Tulu
oripayeru,Tulu
.,sym
Baale,Tulu
att,Tulu
mahishaasure,Tulu
.,sym
Undhu,Tulu
short,English
movieya,Mixed
.,sym
Parpuna,Tulu
act,English
malpodane,Tulu
Matha,Tulu
act,English
d,Tulu
.,sym
Wow,English
mast,Tulu
shoku,Tulu
attndh,Tulu
swamy,Kannada
ajja,Kannada
.,sym
vaau,English
pukuli,Tulu
maayaa,Kannada
vaau,Tulu
vaau,Tulu
.,sym
Full,English
movei,English
yapa,Tulu
Barpund,Tulu
.,sym
Ayyyoooo,Tulu
devaaaa,Tulu
dada,Tulu
malpuni,Tulu
itthee,Tulu
.,sym
bale,Tulu
telipale,Tulu
dala,Tulu
ijji,Tulu
.,sym
Eren,Tulu
thunagane,Tulu
thellike,Tulu
barpun,Tulu
supaaarye,Tulu
.,sym
Cpl,Name
yede,Tulu
apudu,Tulu
bale,Tulu
thelepale,Tulu
yede,Tulu
apuije,Tulu
ethe,Tulu
.,sym
Yannamegge,Tulu
yankul,Tulu
Comedy,English
drama,English
masth,Tulu
malda,Tulu
Yakshagana,Kannada
also,English
U,English
peoples,English
r,English
lucky,English
.,sym
paapada,Tulu
jana,Kannada
u,English
c,English
maarre,Tulu
ia,Kannada
janatha,Tulu
pukuli,Tulu
maayaage,Tulu
.,sym
Full,English
movie,English
link,English
aki,Tulu
plz,English
.,sym
Bale,Tulu
thoripule,Tulu
Vijaya,Name
g,Tulu
.,sym
Minisha,Kannada
ath,Tulu
nimisha,Kannada
.,sym
pukulee,Tulu
kathaa,Other
haraaee,Other
chhin,Other
meksam,Other
daadaa,Other
laaee,Other
chhooder,Other
uhaakoo,Other
haalath,Other
yasthoo,Other
chh,Other
heram,Other
th,Other
.,sym
Good,English
msgunare,Mixed
thinare,Tulu
ee,Tulu
nadu,Kannada
bodu,Tulu
kelavu,Tulu
nayileg,Tulu
kuda,Tulu
ee,Tulu
naduge,Tulu
nerpuni…,Tulu
.,sym
ellaa,Kannada
supar,English
nakku,Kannada
nakku,Kannada
saakaaythu,Kannada
.,sym
good,English
morning,English
pukuli,Tulu
.,sym
Vr,English
spr,English
sakkath,Kannada
enjoyful,English
bhommi,Name
avru,Kannada
erbekitthu,Kannada
.,sym
aa,Tulu
janatha,Kannada
yepaala,Tulu
over,English
dialogue,English
eppund,Tulu
double,English
meaning,English
jasthi,Kannada
eppund,Tulu
comedy,English
dala,Tulu
eppuji,Tulu
bore,English
drama,English
.,sym
TLIPERELATH,Tulu
Buliperelath,Tulu
Tulu,Name
Comedy,English
Nataka,Kannada
r,Tulu
.,sym
Enna,Tulu
pudar,Tulu
olu,Tulu
thiknd,Tulu
marre,Tulu
.,sym
swami,Kannada
koragajja,Name
kapule,Tulu
.,sym
Baari,Tulu
yedde,Tulu
aathndu,Tulu
.,sym
ajji,Kannada
laik,Tulu
pateruver,Tulu
.,sym
kaapikaaDaNNana,Tulu
svara,Kannada
eDDe,Tulu
uamDu,Tulu
.,sym
Mustu,Tulu
comedy,English
super,English
performance,English
.,sym
Thulu,Name
movi,English
Panda,Tulu
undu,Tulu
va,Tulu
super,English
.,sym
Love,English
from,English
bellare,Location
.,sym
Kappu,Kannada
pukuli,Tulu
bvc,Tulu
.,sym
Nad,Tulu
dh,Tulu
korleya,Tulu
.,sym
Full,English
movien,Mixed
upload,English
malpule,Tulu
plzzzzzzzzye,Mixed
.,sym
Dadandye,Tulu
ette,Tulu
yencha,Tulu
ullar,Tulu
nama,Tulu
sowkya,Tulu
.,sym
Yappo,Kannada
entha,Kannada
comedy,English
.,sym
Rummy,Name
adi,Kannada
mane,Kannada
mare,Kannada
.,sym
Mast,Tulu
sukunndu,Tulu
hotel,English
tu,Tulu
barpina,Tulu
Patra,Tulu
darilena,Tulu
comedy,English
.,sym
Enchi,Tulu
saavda,Tulu
sangitha,Kannada
mare,Tulu
.,sym
Plz,English
appe,Tulu
teacher,English
movien,Mixed
upload,English
malpule,Tulu
plz,English
.,sym
haLLi,Kannada
mard,Tulu
Bro,English
just,English
release,English
appe,Tulu
teacher,English
film,English
plzzzzz,English
E,Tulu
JAMUN,Kannada
SAJJIGE,Tulu
BAJIL,Tulu
AVAND,Tulu
ATHA,Tulu
.,sym
Itte,Tulu
ee,Tulu
janaata,Tulu
pukulin,Tulu
olpa,Tulu
naduniya,Tulu
papa,Tulu
mare,Tulu
.,sym
undet,Tulu
telipere,Tulu
Dada,Tulu
undu,Tulu
yeregandala,Tulu
gothanda,Tulu
panle,Tulu
please,English
.,sym
Suprb,English
masthu,Tulu
laik,Tulu
atthnduu,Tulu
.,sym
Super,English
proud,English
to,English
be,English
tulu,Name
va,Kannada
.,sym
Satyamevu,Kannada
jayate,Kannada
bolar,Location
sir,English
super,English
star,English
.,sym
Pucche,Tulu
da,Tulu
kathe,Kannada
yedde,Tulu
etthund,Tulu
.,sym
AJ,Name
Hospital,English
g,English
Bale,English
anna,Kannada
.,sym
Taakis,English
aayap,English
bamDal,Tulu
aayap,English
Tivi,Name
sTrimimg,English
aagodilla,Kannada
ellaa,Kannada
bamDal,Tulu
.,sym
Pukka,Tulu
Dev,Name
police,English
thood,Tulu
past,English
poyer,Tulu
.,sym
Ye,Tulu
yenchinaya,Tulu
kenre,Tulu
aapuji,Tulu
.,sym
wa,Tulu
Marllu,Mixed
marre,Tulu
.,sym
mer,Tulu
thulu,Name
eth,Tulu
suk,Tulu
u,Tulu
cಪಾತೆರ್ವರ್,Tulu
.,sym
Pukuligla,Tulu
etth,Tulu
filling,English
unda,Tulu
mare,Tulu
.,sym
Girgit,Tulu
movie,English
padle,Tulu
pls,English
.,sym
Tumhara,Other
pukuli,Tulu
ko,Other
nadne,Tulu
keliye,Other
kudla,Location
se,Other
bahut,Other
log,Other
aaya,Other
haha,Other
pe,Other
.,sym
minute,English
program,English
itthnda,Tulu
minute,English
add,English
undu,Tulu
.,sym
This,English
is,English
what,English
Bale,Tulu
Telipaale,Tulu
AWSM,English
.,sym
Bolaranna,Name
Saibaba,Name
hair,English
style,English
shoulder,English
phandad,Tulu
style,English
Munna,Name
bhai,Other
circuit,English
dress,English
super,English
o,English
super,English
.,sym
Swamy,Kannada
koragajja,Name
kapule,Tulu
.,sym
baari,Tulu
porluda,Tulu
yakshhagaana,Kannada
himmeLa,Kannada
boka,Tulu
mummeLa,Kannada
supar,English
Daiji,English
varlDg,Mixed
abhinamdane,Kannada
.,sym
Pilibail,Location
yamunakka,Name
full,English
movie,English
please,English
.,sym
enuku,Tulu
mast,Tulu
kushi,Kannada
handu,Tulu
Superb,English
.,sym
Daya,Tulu
malth,Tulu
Tulu,Tulu
tha,Tulu
maryadi,English
depporchi,Tulu
.,sym
ir,Tulu
aavoli,Tulu
maarre,Tulu
heroine,English
ne,Tulu
madime,Tulu
aathar,Tulu
made,English
for,English
each,English
other,English
in,English
acting,English
.,sym
namma,Kannada
channelge,Mixed
omme,Kannada
bheTi,Kannada
niDi,Kannada
support,English
maaDi,Kannada
.,sym
Tulunada,Location
janklna,Tulu
porlu,Tulu
manasn,Tulu
message,English
d,Tulu
teripaina,Tulu
nklg,Tulu
danyavada,Kannada
.,sym
Swantha,Kannada
malpne,Tulu
anna,Kannada
dayeg,Tulu
remake,English
mantd,Tulu
nachikettere,Tulu
.,sym
Imbye,Tulu
boka,Tulu
itte,Tulu
urchve,Tulu
encha,Tulu
marre,Tulu
.,sym
Very,English
nice,English
namma,Kannada
BELTHANGADY,Location
.,sym
shubhasamje,Kannada
nimage,Kannada
haagu,Kannada
nimma,Kannada
thamDadavariggu,Kannada
devara,Kannada
ashrivaa9ada,Kannada
sadaakaalakku,Kannada
nimma,Kannada
mele,Kannada
irali,Kannada
.,sym
ninna,Kannada
pukuli,Tulu
thhikijja,Tulu
mare,Tulu
.,sym
Meese,Tulu
katerle,Tulu
marre,Tulu
.,sym
I,English
love,English
u,English
ajji,Kannada
she,English
is,English
so,English
cute,English
.,sym
Erna,Tulu
illa,Tulu
ollu,Tulu
.,sym
Kannadigara,Kannada
prathibbe,Kannada
nxt,English
level,English
Riyabu,Name
kadak,Kannada
.,sym
Mokulu,Tulu
thulunada,Location
manikyolu,Tulu
seriyerda,Tulu
alpa,Tulu
comedyda,Mixed
Dhamaka,Kannada
ne,Tulu
ippundu,Tulu
.,sym
I,English
like,English
u,English
ajji,Kannada
cute,English
Innocent,English
.,sym
Maruthi,Name
kukku,Tulu
thindara,Tulu
Naga,Tulu
.,sym
VA,Tulu
joli,English
VA,Tulu
joli,English
.,sym
Saikrishna,Name
Etthe,Tulu
nama,Tulu
onji,Tulu
konetha,Tulu
gattogu,Tulu
baida,Tulu
.,sym
Nataka,Kannada
spr,English
u,English
andh,Tulu
.,sym
Bujanga,Name
na,Kannada
uroo,Tulu
thiknda,Tulu
.,sym
Devere,Tulu
galate,Tulu
jorapundand,Tulu
.,sym
𝑵𝒆𝒙𝒕,English
𝒔𝒐𝒏𝒈,English
𝒔𝒂𝒎𝒂𝒏,Tulu
𝒎𝒂𝒚𝒂,Kannada
𝒔𝒂𝒎𝒂𝒏,Tulu
𝒎𝒂𝒚𝒂,Kannada
𝒑𝒍𝒛𝒛,English
𝒔𝒖𝒃𝒔𝒄𝒓𝒊𝒃𝒆,English
𝒈𝒖𝒚𝒔,English
.,sym
ponjovulegla,Tulu
jai,Name
.,sym
baari,Tulu
kushshi,Tulu
aapumDu,Tulu
shudda,Kannada
thulu,Name
kenara,Tulu
nijavaad,Tulu
aDigeda,Tulu
bele,Tulu
thudu,Tulu
kalpoD,Tulu
nama,Tulu
.,sym
Tv,English
ovvu,Tulu
Samsung,English
.,sym
eth,Tulu
sarthi,Tulu
thumDalaa,Tulu
bor,English
aapuji,Tulu
haiklaas,English
kaameDi,English
pamDa,Tulu
namma,Kannada
thuLu,Name
sinemaa,English
kaameDi,English
prathi,Kannada
sarthi,Tulu
thupunagalaa,Tulu
.,sym
Damanne,Name
junior,English
kapikad,Location
sir,English
.,sym
Oo,Tulu
thlu,Name
nadu,Kannada
yanu,Tulu
LA,Tulu
thlu,Name
thaye,Tulu
.,sym
Background,English
music,English
kannada,Name
music,English
thikijji,Tulu
ah,Tulu
avu,Tulu
onji,Tulu
edde,Tulu
athiji,Tulu
.,sym
Masth,Tulu
comedy,English
undu,Tulu
.,sym
SUPPER,English
Nimage,Kannada
Neeve,Kannada
Saati,Kannada
.,sym
Yeth,Tulu
sala,Tulu
thundala,Tulu
bodiyandna,Tulu
comedy,English
I,English
saw,English
times,English
.,sym
Superrbbbbbbb,English
baari,Tulu
porlu,Tulu
aathumDu,Tulu
.,sym
supeer,English
sachin,Name
bhai,Other
.,sym
Nan,Kannada
agle,Kannada
nenne,Kannada
ne,Kannada
nodude,Kannada
night,English
matte,Kannada
yak,Kannada
haktaidira,Kannada
.,sym
Waa,English
waa,English
talent,English
lak,English
lak,English
lak,English
naie,English
Raga,Kannada
edde,Tulu
undu,Tulu
Waiting,English
.,sym
police,English
onthe,Tulu
devdas,Name
kapikadren,Location
copy,English
mantherandh,Tulu
.,sym
Corona,English
suvarNa,Kannada
ibraahim,Name
suvarna,Kannada
.,sym
Kudlag,Tulu
balambe,Tulu
pukkuli,Tulu
onjatth,Tulu
savira,Tulu
thikkundu,Tulu
nepalad,Tulu
pukkuli,Tulu
thikandh,Tulu
.,sym
Lovetha,Mixed
bhage,Kannada
ede,Tulu
mesege,English
korier,Tulu
.,sym
Dadala,Tulu
pnle,Tulu
kapikad,Location
arna,Tulu
styla,Mixed
and,English
voicela,Mixed
ptrndane,Tulu
toppp,English
apunu,Tulu
.,sym
umesha,Name
eamthaha,Kannada
pedambaa,Kannada
.,sym
e,Tulu
movie,English
thunaga,Tulu
mai,Tulu
romanchana,Kannada
apundu,Tulu
.,sym
ayyo,Tulu
Real,English
kaamiDi,English
.,sym
awesome,English
lyk,Tulu
undu,Tulu
.,sym
nikala,Tulu
ia,Kannada
abatharorde,Tulu
ini,Tulu
boDchaamdina,Tulu
eDiTs,English
maatha,Tulu
namma,Kannada
kaNNeduru,Kannada
baromdumDu,Tulu
.,sym
Namma,Kannada
Karnataka,Location
mouvie,English
.,sym
tikatak,English
bharee,Other
yahi,Other
pukuli,Tulu
chaliraachh,Other
hai,Other
.,sym
dever,Tulu
daivodever,Tulu
rkshane,Kannada
malpadu,Tulu
Politics,English
program,English
dont,English
like,English
anchor,English
change,English
malpodu,Tulu
.,sym
Plzz,English
upload,English
more,English
video,English
of,English
this,English
ajji,Kannada
she,English
rocking,English
.,sym
Super,English
sami,Name
guLige,Name
.,sym
Nice,English
season,English
dha,Tulu
top,English
.,sym
back,English
groundda,Mixed
musicmatha,Mixed
improve,English
Avo,Tulu
du,Tulu
.,sym
Edde,Tulu
actress,English
naklu,Tulu
ittndala,Tulu
akleg,Tulu
match,English
avandina,Tulu
boring,English
comedy,English
.,sym
Kiri,Tulu
kiri,Tulu
jodilu,Tulu
ath,Tulu
Kiri,Tulu
kiri,Tulu
sootelu,Tulu
.,sym
Shek,Tulu
marre,Tulu
kandita,Kannada
vadh,Tulu
la,Tulu
bad,English
concept,English
and,English
tym,English
waste,English
andu,Tulu
tudhh,Tulu
.,sym
Pukuli,Tulu
da,Tulu
wa,English
maya,Kannada
mare,Tulu
.,sym
Jai,Name
thulunadu,Location
jai,Name
thuluvazzz,Tulu
SOLMELU,Tulu
.,sym
Swami,Kannada
koragajja,Name
please,English
save,English
me,English
APPA,Kannada
ajja,Tulu
nimne,Kannada
nambidini,Kannada
.,sym
Aravinda,Name
bolar,Location
sir,English
bodittind,Tulu
.,sym
laivaad,Tulu
magena,Tulu
lav,English
sin,English
thuyere,Tulu
saubhaagya,Kannada
thikkinaar,Tulu
.,sym
Au,Tulu
naagavalli,Name
vasai,Tulu
aayinal,Tulu
atha,Tulu
.,sym
Ha,English
boddin,Tulu
vaith,Tulu
pidai,Tulu
dakleya,Tulu
alna,Tulu
enchi,Tulu
pankda,Tulu
comedy,English
alna,Tulu
accting,English
de,Tulu
nikul,Tulu
flop,English
apar,Tulu
.,sym
Endu,Tulu
fast,English
battinde,Tulu
.,sym
thuLunaaDuda,Location
boLLiLu,Tulu
.,sym
Bro,English
full,English
movien,Mixed
padle,Tulu
.,sym
Studio,English
lethud,Tulu
Haakere,Tulu
balli,Tulu
.,sym
Kukoo,Tulu
ninna,Kannada
ammaltha,Tulu
.,sym
Thuinath,Tulu
yavondijji,Tulu
ayyo,Tulu
god,English
super,English
athnd,Tulu
but,English
full,English
movien,Mixed
add,English
malpuletha,Tulu
pls,English
.,sym
Kakke,Tulu
da,Tulu
bharish,Other
.,sym
From,English
India,Location
Mangalore,Location
Kaiso,Other
ho,Other
bhai,Other
.,sym
mast,Tulu
shok,Tulu
undu,Tulu
babana,Name
boobanna,Name
.,sym
full,English
movie,English
upload,English
Manpule,Tulu
.,sym
Kapikad,Location
sir,English
masth,Tulu
natural,English
.,sym
Full,English
movie,English
korle,Tulu
pls,English
.,sym
Meksham,Name
dai,Other
ko,Other
voice,English
chai,Other
ho,Other
kya,Other
.,sym
Idhada,Other
patti,Other
nee,Other
marikillela,Other
.,sym
Ei,Tulu
sho,English
olu,Tulu
apuna,Tulu
plzz,English
panle,Tulu
.,sym
Katappppa,Name
hahaha,English
nice,English
concent,English
.,sym
Supr,English
mamu,Kannada
I,English
m,English
Sprb,English
team,English
.,sym
Dada,Tulu
kure,Tulu
mare,Tulu
.,sym
Jasti,Tulu
paternda,Tulu
Yan,Tulu
nanoji,Tulu
pucche,Tulu
budpe,Tulu
Madime,Tulu
joyli,English
ate,Tulu
.,sym
Super,English
appe,Tulu
I,English
love,English
you,English
ajji,Kannada
.,sym
Elrooo,Kannada
avre,Kannada
adralloo,Kannada
Ee,Kannada
rummy,Name
Ella,Kannada
bittu,Kannada
bere,Kannada
enadru,Kannada
promote,English
madi,Kannada
.,sym
Nicklna,Tulu
yenchina,Tulu
punkda,Tulu
comedyya,Mixed
byavarcile,Tulu
nickleg,Tulu
hindu,Name
dever,Tulu
nakulu,Tulu
thikniya,Tulu
ya,Tulu
comedyn,Mixed
malpere,Tulu
.,sym
Waltranna,Name
bari,Tulu
edde,Tulu
programme,English
.,sym
Meri,Other
Pukuli,Tulu
maya,Name
ko,Other
.,sym
nan,Kannada
eno,Kannada
ankomDidde,Kannada
masth,Kannada
Acting,English
maaDidiro,Kannada
machchaas,Kannada
.,sym
Holoblock,English
atth,Tulu
interlock,English
.,sym
Ovu,Tulu
heriong,Mixed
la,Tulu
kammi,Tulu
ejjer,Tulu
.,sym
Oh,English
Bhai,Other
Erna,Tulu
pukuli,Tulu
thikkijja,Tulu
.,sym
No,English
one,English
can,English
match,English
his,English
comedy,English
level,English
sir,English
s,English
acting,English
is,English
high,English
level,English
Absolutely,English
hilarious,English
.,sym
Papa,Tulu
marre,Tulu
ayana,Tulu
pukulin,Tulu
ora,Tulu
nadd,Tulu
korle,Tulu
namma,Kannada
kudladakule,Mixed
avodathe,Tulu
.,sym
Niklna,Tulu
bakida,Tulu
conceptlu,Mixed
comedy,English
pura,Tulu
masth,Tulu
edde,Tulu
athnd,Tulu
Undu,Tulu
matra,Tulu
overactinglaka,Mixed
athnd,Tulu
Dala,Tulu
edde,Tulu
athiji,Tulu
.,sym
Maya,Kannada
panda,Tulu
maye,Kannada
aduppod,Tulu
.,sym
dodda,Tulu
teer,Tulu
poyera,Tulu
.,sym
Nice,English
song,English
dai,Tulu
tapai,Tulu
ta,Tulu
radiyo,English
kathmanduma,Location
pani,Tulu
livema,Mixed
Godinu,Other
vako,Other
thyoni,Other
.,sym
Nekk,Tulu
Dada,Tulu
Pndh,Tulu
Status,English
paduni,Tulu
.,sym
Love,English
pukuli,Tulu
kudlada,Tulu
pukuli,Tulu
.,sym
Beededha,Tulu
act,English
malpule,Tulu
.,sym
Swami,Kannada
korrajja,Name
kapule,Tulu
.,sym
Scene,English
censor,English
malpuleye,Tulu
Walter,Name
Anna,Kannada
bayamma,Name
aani,Tulu
parithini,Tulu
ne,Tulu
thokkottud,Location
bannaga,Tulu
pumpwell,Location
d,Tulu
Cynthia,Name
dk,Name
.,sym
Imbena,Tulu
pukuli,Tulu
nadere,Tulu
YouTube,English
g,Tulu
baider,Tulu
.,sym
Full,English
film,English
padleyeee,Tulu
.,sym
Nerd,Tulu
nikleg,Tulu
owla,Tulu
parake,Tulu
da,Tulu
yakshagana,Kannada
gobayere,Tulu
apuja,Tulu
saw,English
undu,Tulu
onji,Tulu
comedy,English
ya,Tulu
.,sym
Namma,Kannada
aravindanna,Name
na,Tulu
comedy,English
ye,Tulu
comedy,English
.,sym
Yenchi,Tulu
voice,English
maare,Tulu
really,English
kaapikad,Location
is,English
are,English
great,English
comedian,English
in,English
tulunaad,Location
.,sym
Maata,Tulu
tuluvere,Tulu
udaldinji,Tulu
Solmelu,Tulu
.,sym
Dads,English
little,English
prices,English
galige,Kannada
sariyagi,Kannada
bagani,Kannada
goota,Kannada
.,sym
Nurse,English
maskn,Mixed
padiyijjer,Tulu
daane,Tulu
.,sym
Guru,Name
annana,Kannada
coment,English
realy,English
great,English
.,sym
Bari,Tulu
kuku,Tulu
undu,Tulu
parvathana,Name
.,sym
Full,English
film,English
padle,Tulu
bro,English
plz,English
.,sym
Nanala,Tulu
ettharag,Tulu
belevad,Tulu
.,sym
yanna,Tulu
pudarla,Tulu
und,Tulu
.,sym
dabba,Tulu
mast,Tulu
overlaps,English
neerd,Tulu
burlaka,Tulu
ettund,Tulu
act,English
music,English
edde,Tulu
undu,Tulu
.,sym
Supr,English
act,English
Good,English
comidy,English
Dala,Tulu
gottantinagul,Tulu
mAst,Tulu
panper,Tulu
Supr,English
kanasu,Kannada
.,sym
nekk,Tulu
panpuna,Tulu
ajji,Kannada
shumThi,Kannada
kaamiDi,English
.,sym
Manglore,Location
tu,Tulu
mani,Tulu
unda,Tulu
ayena,Tulu
pukuli,Tulu
.,sym
Spr,English
marreee,Tulu
aravindanna,Name
bka,Tulu
bojanne,Name
.,sym
puNNanna,Tulu
vaays,English
masth,Tulu
eDDe,Tulu
athhumDu,Tulu
.,sym
Ha,English
ha,English
Ajji,Kannada
erna,Tulu
patera,Tulu
Soooopar,English
.,sym
Spr,English
Aravind,Name
anna,Kannada
.,sym
One,English
like,English
for,English
military,English
atth,Tulu
mesthri,Tulu
.,sym
Swami,Kannada
ajja,Kannada
nambinaklna,Tulu
kayi,Kannada
yepala,Tulu
budada,Tulu
.,sym
kaapikaaD,Location
ge,Tulu
kaapikaaD,Kannada
avare,Kannada
saaTi,Kannada
.,sym
Anna,Kannada
yenna,Tulu
pukuli,Tulu
yereg,Tulu
andha,Tulu
tikkinda,Tulu
reply,English
malpule,Tulu
plz,English
.,sym
Like,English
mnpule,Tulu
kudla,Location
Udupi,Location
da,Tulu
pukuli,Tulu
fans,English
.,sym
Nalla,Other
irukku,Other
nenaikkire,Other
.,sym
daye,Tulu
ye,Tulu
papa,Tulu
ajji,Tulu
g,Tulu
.,sym
Full,English
muvie,English
upload,English
malpule,Tulu
waiting,English
.,sym
Full,English
movie,English
padi,Tulu
marre,Tulu
.,sym
samskrrithi,Kannada
bagge,Kannada
oLLeya,Kannada
messej,English
.,sym
Nik,Tulu
nachige,Tulu
apuja,Tulu
marre,Tulu
saav,Tulu
.,sym
Namdu,Kannada
Uttarakhand,Location
aadre,Kannada
koragajja,Name
Andre,Kannada
thumbha,Kannada
esta,Kannada
.,sym
Easter,English
parbog,Tulu
Pushpakkan,Tulu
lesond,Tulu
bale,Tulu
.,sym
umesh,Name
mijar,Location
na,Tulu
ite,Tulu
ite,Tulu
over,English
acting,English
.,sym
Full,English
padle,Tulu
drama,English
plzzzz,English
.,sym
Vovu,Tulu
movie,English
sir,English
.,sym
Pukuli,Tulu
donater,English
ethunda,Tulu
emabagu,Tulu
onji,Tulu
kolre,Tulu
.,sym
Voice,English
not,English
good,English
chakka,Tulu
na,Tulu
voice,English
.,sym
Mathernala,Tulu
acting,English
superyr,Mixed
Sunil,Name
na,Tulu
acting,English
top,English
M,English
O,English
M,English
sunil,Name
Nelligudde,Location
.,sym
dedicate,English
to,English
my,English
pukuli,Tulu
maya,Kannada
S,English
.,sym
Swami,Kannada
ajja,Kannada
pand,Tulu
yer,Tulu
nambuvera,Tulu
aklen,Tulu
yepola,Tulu
kai,Kannada
budayer,Tulu
ajje,Tulu
.,sym
Bro,English
sport,English
game,English
onjje,Tulu
ippunh,Tulu
na,Tulu
indhu,Tulu
.,sym
Super,English
talented,English
pooki,Tulu
yaanla,Tulu
ilaad,Tulu
inchane,Tulu
budpe,Tulu
.,sym
amazing,English
pajji,Tulu
pajji,Tulu
performance,English
.,sym
Akka,Kannada
estu,Kannada
cute,English
agi,Kannada
act,English
madiddale,Kannada
super,English
.,sym
aanlaik,Tulu
malthina,Tulu
athrriptha,Kannada
aathmalege,Tulu
bhaavapurNa,Kannada
shradaamjali,Kannada
.,sym
Swami,Kannada
Koragajjana,Name
ashirwada,Kannada
yapala,Tulu
undu,Tulu
.,sym
Nice,English
trailer,English
ye,Tulu
osm,English
undu,Tulu
bolar,Location
.,sym
Yerandala,Tulu
naadth,Tulu
korle,Tulu
.,sym
daetha,Tulu
ye,Tulu
nalipu,Tulu
thelipu,Tulu
.,sym
PlZ,English
undu,Tulu
movie,English
upload,English
malple,Tulu
bega,Kannada
.,sym
Pukuli,Tulu
thikkundu,Tulu
bejar,Tulu
malporchi,Tulu
.,sym
Pushpannnaundh,Name
nigalna,Tulu
cpl,Name
du,Tulu
maldhar,Tulu
athe,Tulu
.,sym
Super,English
bari,Tulu
kushi,Kannada
andh,Tulu
daravayi,Kannada
tudu,Tulu
.,sym
Wow,English
sweet,English
song,English
yr,Other
lovely,English
bro,English
.,sym
Macchhaa,Kannada
edu,Kannada
nanna,Kannada
ucchhee,Kannada
.,sym
Again,English
adorable,English
suvikshas,Other
entry,English
Eboo,Tulu
aar,Tulu
nijavadha,Kannada
joraaaaa,Tulu
really,English
adorable,English
.,sym
Dada,Tulu
karma,Kannada
undu,Tulu
v,Tulu
malupoda,Tulu
.,sym
Yet,Tulu
jana,Kannada
uller,Tulu
wwaitng,English
listt,English
t,Tulu
bojaraj,Name
mbbbs,Name
movie,English
tuyyara,Tulu
.,sym
hahaha,English
super,English
comedy,English
What,English
is,English
this,English
rashing,English
you,English
jaya,Name
.,sym
All,English
Dada,Tulu
mare,Tulu
English,Name
patherunu,Tulu
.,sym
Eth,Tulu
shokda,Tulu
movieye,Mixed
Daivada,Tulu
scene,English
bannaga,Tulu
mai,Tulu
kokkerund,Tulu
JAI,Name
TULUNAADU,Name
.,sym
en,Kannada
KREATVT,English
nimdu,Kannada
.,sym
musth,Tulu
comedy,English
sir,English
.,sym
Pukuli,Tulu
super,English
mare,Tulu
Songs,English
.,sym
Madme,Tulu
enk,Tulu
att,Tulu
poppag,Tulu
ye,Tulu
.,sym
Nana,Tulu
next,English
song,English
Poonki,Tulu
baayko,Tulu
.,sym
hiroyin,Name
meghanaa,Name
raaj,Name
thara,Kannada
iddaare,Kannada
.,sym
nanna,Kannada
ishhTada,Kannada
Tim,English
.,sym
supar,English
tube,English
light,English
hoDiri,Kannada
like,English
.,sym
English,Name
disqualify,English
Aapuriya,Tulu
.,sym
Super,English
anda,Tulu
voiceg,Mixed
clarity,English
ijji,Tulu
.,sym
PUKULI,Tulu
ATH,Tulu
PEENKAN,Tulu
